Startup Name,Link,Country,Category,Social Links,Pitch
Meadow by Bizzlogic,https://websummit.com/appearances/lis24/cbaaf741-9488-4a5d-8ca4-62366920d018/meadow-by-bizzlogic,Germany,SaaS,"{'linkedin': 'https://www.linkedin.com/company/bizzlogic-gmbh', 'crunchbase': 'https://www.crunchbase.com/organization/bizzlogic', 'com/bizzlogic': 'https://instagram.com/bizzlogic', 'facebook': 'https://www.facebook.com/bizzlogic', 'bizzlogic': 'https://www.bizzlogic.com'}","Meadow empowers businesses to launch their own metaverse platforms to create immersive, branded virtual experiences with ease."
Mediatool,https://websummit.com/appearances/lis24/bc9a185f-f3b2-4257-8a6f-ac497c2f66ab/mediatool,Sweden,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/mediatoolcom/mycompany', 'crunchbase': 'https://www.crunchbase.com/organization/mediatool', 'com': 'https://mediatool.com'}","Mediatool is the platform for media decisions, where brands turn isolated media plans and results into a unique & invaluable flow of data."
MeetGeek.ai,https://websummit.com/appearances/lis24/5c333b6b-fd45-4eb0-b6a4-ff55d5041006/meetgeek.ai,Romania,SaaS,"{'linkedin': 'https://www.linkedin.com/company/meetgeek-ai', 'crunchbase': 'https://www.crunchbase.com/organization/meetgeek-ai', 'com/meetgeekA': 'https://x.com/meetgeekA', 'ai/': 'http://meetgeek.ai/'}",AI-based meeting automation platform that helps teams improve meeting productivity and streamlines knowledge sharing throughout the company.
Metroc,https://websummit.com/appearances/lis24/b73055dd-305c-4a10-a1ea-5d8ddf1bdfa2/metroc,Finland,SaaS,"{'linkedin': 'https://www.linkedin.com/company/metroc', 'com/metrocfinland': 'https://instagram.com/metrocfinland', 'ai/en/': 'https://metroc.ai/en/'}",The construction data platform to discover new business opportunities.
Miros,https://websummit.com/appearances/lis24/d80b7c57-2b1e-44f3-9ef5-e58f822fa345/miros,Estonia,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/mirosai', 'crunchbase': 'https://www.crunchbase.com/organization/miros-ai', 'facebook': 'https://www.facebook.com/mirossolutions', 'ai/': 'https://miros.ai/'}","Miros shapes the future of online shopping with tagless product discovery, helping shoppers find what they need in less than 60 seconds."
Modatta,https://websummit.com/appearances/lis24/84422fa3-dc7a-4742-b869-c4ab5b8092f9/modatta,Portugal,Data & analytics,"{'co/company/modatta-1': 'https://angel.co/company/modatta-1', 'linkedin': 'https://www.linkedin.com/company/modatta', 'crunchbase': 'https://www.crunchbase.com/organization/modatta', 'com/modatta': 'https://instagram.com/modatta.br', 'facebook': 'https://www.facebook.com/modattabrasil', 'modatta': 'https://www.modatta.com'}","Your data wallet. Using privacy and AI to connect brands to consumers, democratizing the data economy."
Multiverse Computing,https://websummit.com/appearances/lis24/e22a3255-7095-4720-8888-112f06388159/multiverse-computing,Spain,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/multiversecomputing', 'com/MultiverseQC': 'https://x.com/MultiverseQC', 'com/': 'https://multiversecomputing.com/'}","Leading Quantum AI software company worldwide in Optimization & ML: +150 talents, 40% PhDs, 30% women, +90 patents, +30 papers..."
Musiversal,https://websummit.com/appearances/lis24/495d4a5f-a7be-46dd-9ac1-9ed5fc9545ac/musiversal,Portugal,Entertainment & media,"{'co/company/musiversal': 'https://angel.co/company/musiversal', 'linkedin': 'https://www.linkedin.com/company/musiversal', 'crunchbase': 'https://www.crunchbase.com/organization/musiversal', 'com/wearemusiversal': 'https://twitter.com/wearemusiversal', 'facebook': 'https://www.facebook.com/wearemusiversal', 'musiversal': 'https://www.musiversal.com'}",Empowering the world to make music
Mycrobez AG,https://websummit.com/appearances/lis24/45629bd6-f22f-4f92-a69f-055dbfd7d9fd/mycrobez-ag,Switzerland,Sustainability & cleantech,"{'ch': 'https://www.ch.linkedin.com/company/mycrobez', 'ch/': 'https://mycrobez.ch/'}","Scalable and climate-positive: Mycrobez merges bio-waste and mycelium into industrial natural foam, revolutionizing packaging and insulation"
myMeta Software,https://websummit.com/appearances/lis24/8809e2e1-613f-415a-bc42-f9539f5373bb/mymeta-software,Italy,SaaS,"{'linkedin': 'https://www.linkedin.com/company/mymeta', 'crunchbase': 'https://www.crunchbase.com/organization/mymeta', 'mymetasoftware': 'https://www.mymetasoftware.com'}",myMeta is a Digital Adoption Platform which improves both the employee and customer experience delivering increased engagement and revenue.
n1co,https://websummit.com/appearances/lis24/a32bcad7-e8aa-49c7-9e8b-46a6d20e975a/n1co,El Salvador,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/n1co', 'crunchbase': 'https://www.crunchbase.com/organization/n1co', 'com/n1co': 'https://instagram.com/n1co.latam', 'com/n1co_latam': 'https://x.com/n1co_latam', 'facebook': 'https://www.facebook.com/n1co.latam', 'com/': 'https://n1co.com/'}","n1co is revolutionizing financial services across LATAM with innovative, accessible digital solutions, empowering a brighter future for all"
neotiv GmbH,https://websummit.com/appearances/lis24/968a8a84-9efa-4dc9-aff3-7d1f6e6b4f3f/neotiv-gmbh,Germany,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/neotiv-app', 'com': 'https://neotiv.com'}",neotiv develops unique cognitive tests to enable early assessment and monitoring of memory problems associated with Alzheimer's disease.
Newsadoo,https://websummit.com/appearances/lis24/75e85135-8d5b-4e70-8d04-d1e689ebd9e5/newsadoo,Austria,Entertainment & media,"{'linkedin': 'https://www.linkedin.com/company/newsadoo', 'newsadoo': 'https://www.newsadoo.com'}","We aggregate news from desired sources, extract all data, structure it and provide solutions for targeted, decentralized integration."
Oddin.gg,https://websummit.com/appearances/lis24/76ec0672-e336-4756-9c04-019f77c8f7d2/oddin.gg,Czechia,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/oddingg', 'com/oddin_gg': 'https://twitter.com/oddin_gg', 'gg': 'https://oddin.gg'}","Oddin.gg is world's top B2B provider of esports betting ecosystem: odds feed, risk management, iFrame, widgets and official data solutions."
Oliv-e Saúde,https://websummit.com/appearances/lis24/04275bb2-30c6-4e52-856c-f0286cd71b23/oliv-e-sa%C3%BAde,Brazil,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/oliv-e-saude', 'crunchbase': 'https://www.crunchbase.com/organization/oliv-e-sa%C3%BAde', 'com/olive': 'https://instagram.com/olive.saude', 'olivesaude': 'https://www.olivesaude.com.br'}",Telemedicine booths and kiosks with real-time vital sign capture and AI-driven symptom screening for improved access to primary healthcare
Omnix Corp,https://websummit.com/appearances/lis24/abbb3dfc-272a-4cf5-a749-6e59c79e2b65/omnix-corp,United States,SaaS,"{'linkedin': 'https://www.linkedin.com/company/omnixcorp', 'crunchbase': 'https://www.crunchbase.com/organization/omnix-corp', 'com/OmnixCorp': 'https://twitter.com/OmnixCorp', 'omnixcorp': 'https://www.omnixcorp.com'}","SaaS B2B Enterprise that automates processes, solving complex contingencies to restore operational fluidity, using cognitive automation."
Outsite,https://websummit.com/appearances/lis24/9bdda371-8603-48bd-82f3-dd448c8e9269/outsite,Portugal,Travel & hospitality,"{'com/company/outsite': 'https://wellfound.com/company/outsite', 'linkedin': 'https://www.linkedin.com/company/outsite', 'crunchbase': 'https://www.crunchbase.com/organization/outsite', 'com/outsiteco': 'https://twitter.com/outsiteco', 'facebook': 'https://www.facebook.com/outsiteco', 'outsite': 'https://www.outsite.co'}",Spaces built for the work from anywhere lifestyle
Oxla,https://websummit.com/appearances/lis24/df6bf860-73b1-4472-8e28-63d1471b540b/oxla,Poland,Data & analytics,"{'com/oxla_database': 'https://twitter.com/oxla_database', 'oxla': 'https://www.oxla.com/'}","World’s fastest distributed database, designed to redefine large-scale analytical data processing. 10x more efficient than market standard!"
Paydock Payment Orchestration,https://websummit.com/appearances/lis24/a93c054b-cb7f-4e25-979a-c4f1d800a065/paydock-payment-orchestration,United Kingdom,Fintech & financial services,"{'uk': 'https://www.uk.linkedin.com/company/paydock', 'com/thepaydock': 'https://x.com/thepaydock', 'com/': 'https://paydock.com/'}",Innovates and streamlines payments by connecting multiple solutions via one API driving efficiency and growth for merchants platforms & FIs.
Pocketlaw,https://websummit.com/appearances/lis24/2ea71b55-aacf-4035-8105-e4f1dd14293e/pocketlaw,Sweden,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/14782952/admin/feed/posts', 'crunchbase': 'https://www.crunchbase.com/organization/pocketlaw', 'com': 'https://pocketlaw.com'}",Pocketlaw uses AI to streamline legal processes and optimise contract management for companies.
Predify,https://websummit.com/appearances/lis24/19b7ba45-36c8-43b3-9e70-37f660052d5b/predify,Brazil,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/predifybi', 'com/predify': 'https://instagram.com/predify', 'facebook': 'https://www.facebook.com/predify', 'me': 'https://predify.me'}","A powerful platform to optimization and monitoring prices through Artificial Intelligence, machine learning and big data analytics."
Prelude,https://websummit.com/appearances/lis24/8c35277d-fc38-46fd-a9ea-f695cbf15b30/prelude,France,Security,"{'linkedin': 'https://www.linkedin.com/company/prelude-so', 'crunchbase': 'https://www.crunchbase.com/organization/prelude-6557', 'com/UsePrelude': 'https://x.com/UsePrelude', 'so/': 'https://prelude.so/'}","Send verification text-messages anywhere in the world with the best price, the best deliverability and no spam."
Private AI,https://websummit.com/appearances/lis24/046f3cbf-70cc-4ccf-b88b-ed30ac493226/private-ai,Canada,AI & machine learning,"{'co/company/private-ai-1': 'https://angel.co/company/private-ai-1', 'linkedin': 'https://www.linkedin.com/company/private-ai', 'crunchbase': 'https://www.crunchbase.com/organization/private-ai', 'com/_PrivateAI': 'https://twitter.com/_PrivateAI', 'private-ai': 'https://www.private-ai.com'}","Detect, anonymize, and replace 50+ entities of personal information on premise, in 50 languages with better accuracy than Big Tech."
Proxify,https://websummit.com/appearances/lis24/e41aeafa-6a8e-4309-9327-92294ecf75af/proxify,Sweden,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/proxify-se', 'crunchbase': 'https://www.crunchbase.com/organization/proxify-ab', 'io': 'https://proxify.io'}","Proxify is Europe's leading remote developer network, connecting fast-growing businesses with the world's top tech talent."
QuantumDiamonds,https://websummit.com/appearances/lis24/d26e38fe-bf82-4f9f-aa73-f6fa21c4dcdc/quantumdiamonds,Germany,"Industrials, manufacturing & consumer goods","{'linkedin': 'https://www.linkedin.com/company/quantumdiamonds', 'quantumdiamonds': 'https://www.quantumdiamonds.de/'}","Revolutionizing semiconductor testing with rapid, precise, and non-destructive NV-diamond quantum sensing!"
Quppy AML Bot,https://websummit.com/appearances/lis24/44090448-62a7-4eab-8b1a-cbf0f4758a7b/quppy-aml-bot,Estonia,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/quppy-amlbot', 'com/aml_quppy_bot?igsh=NXp3cHNiMDQwdm50': 'https://instagram.com/aml_quppy_bot?igsh=NXp3cHNiMDQwdm50', 'com/AMLQuppyBOT': 'https://twitter.com/AMLQuppyBOT', 'facebook': 'https://www.facebook.com/amlquppybot', 'com': 'https://quppyaml.com'}",Crypto Monitoring Solution based on AI Consensus Analysis
RadiSen,https://websummit.com/appearances/lis24/78f427e8-5848-474a-b989-ae8a5e1f8702/radisen,Korea (Republic of),AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/radisen', 'radisentech': 'https://www.radisentech.com/en/'}",Transforming global healthcare by solving critical clinical challenges with cutting-edge AI and cloud-based solutions
RAIKU Packaging,https://websummit.com/appearances/lis24/672b68a4-38aa-4c8d-84bf-667876015403/raiku-packaging,Estonia,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/raikupackaging', 'com/raikupackaging': 'https://instagram.com/raikupackaging', 'com/company/raikupackaging': 'https://linkedin.com/company/raikupackaging', 'co': 'https://raiku.co'}","100% natural, protective and beautiful packaging material to substitute bubble wrap. EIC Accelerator 8.8mln deal, open for private investors"
Rauva,https://websummit.com/appearances/lis24/13ba76c6-3423-4fbd-a541-3f5c12dde2d4/rauva,Portugal,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/rauva', 'crunchbase': 'https://www.crunchbase.com/organization/rauva', 'com/rauva_app': 'https://instagram.com/rauva_app', 'com/RauvaApp': 'https://twitter.com/RauvaApp', 'facebook': 'https://www.facebook.com/rauvaapp', 'com': 'https://rauva.com'}",Building the first European Bank for Small and Medium Enterprises and Entrepreneurs
RedStone Oracles,https://websummit.com/appearances/lis24/9489d5f3-eadf-444a-952a-834285cd36b0/redstone-oracles,Poland,Web3,"{'co/company/redstonefinance': 'https://angel.co/company/redstonefinance', 'linkedin': 'https://www.linkedin.com/company/redstone-finance', 'crunchbase': 'https://www.crunchbase.com/organization/redstone-1853', 'com/redstone_defi': 'https://twitter.com/redstone_defi', 'finance': 'https://redstone.finance'}",A new modular blockchain oracle providing diverse and high frequency data feeds to a new generation of Web 3 and DeFi applications.
Refurbly,https://websummit.com/appearances/lis24/3a0b7ef7-e075-421f-8dbc-3f521ea4f3ac/refurbly,Sweden,E-commerce & retail,"{'linkedin': 'https://www.linkedin.com/company/refurbly', 'crunchbase': 'https://www.crunchbase.com/organization/refurbly', 'com/refurbly': 'https://instagram.com/refurbly', 'se': 'https://refurbly.se'}",Refurbly provides an online circular subscription platform for refurbished mobile phones
Retraced,https://websummit.com/appearances/lis24/26383b3f-0d5c-4ac8-a2b8-b88795ff0e2d/retraced,Germany,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/retraced', 'crunchbase': 'https://www.crunchbase.com/organization/retraced/company_financials', 'com/retraced_official': 'https://instagram.com/retraced_official', 'retraced': 'https://www.retraced.com/'}",Retraced: The all-in-one SaaS solution empowering Fashion CSR teams to digitize and trace supply chains for sustainable impact.
RhodeCode,https://websummit.com/appearances/lis24/08ba6857-e931-4348-8049-6bbf55cb881d/rhodecode,Germany,SaaS,"{'linkedin': 'https://www.linkedin.com/company/rhodecode', 'com/rhodecode': 'https://x.com/rhodecode', 'facebook': 'https://www.facebook.com/rhodecode', 'com/': 'https://rhodecode.com/'}","Enterprise Code Command Center: Own Your Development. Merge, manage, master — Git, Mercurial, Subversion in one place."
Roboost,https://websummit.com/appearances/lis24/5a4a3766-0cc2-4d0b-8418-e01a5eae9c23/roboost,Egypt,SaaS,"{'linkedin': 'https://www.linkedin.com/company/roboostapp', 'com/roboost': 'https://instagram.com/roboost.ai', 'com/RoboostApp': 'https://x.com/RoboostApp', 'facebook': 'https://www.facebook.com/Roboostapp', 'ai/': 'https://roboost.ai/'}","Roboost: Fully automated AI-driven delivery management, ensuring 99.89% automation and fraud detection for seamless logistics."
